time;error
66.66115;-0.0279007
66.66170;-0.0274914
66.66231;-0.0268184
66.66309;-0.0260398
66.66317;-0.0252754
66.66369;-0.0245281
66.66433;-0.0241658
66.66470;-0.0235819
66.66542;-0.022897
66.66592;-0.0223413
66.66634;-0.0219047
66.66707;-0.0213727
66.66749;-0.0206469
66.66789;-0.020443
66.66847;-0.0198407
66.66878;-0.0192626
